Date,Country,SKU,Category,Retailer,Channel,Units_Sold,Net_Sales,Price_per_Unit,Promo_Flag,Stockout_Flag,Weather_Index,Holiday_Flag,Currency
2024-06-23,Poland,PL-DRY-01,Dry Grocery,Lidl PL,Modern Trade,6,14.66,2.44,1,0,0.708,0,PLN
2024-06-24,Poland,PL-BIS-02,Biscuits & Snacks,Biedronka,Modern Trade,4,9.06,2.27,1,0,0.489,0,PLN
2024-06-24,Poland,PL-DAI-02,Dairy,Biedronka,Modern Trade,4,6.54,1.63,0,0,0.489,0,PLN
2024-06-24,Poland,PL-BAB-01,Baby Food,Lidl PL,Modern Trade,3,12.32,4.11,0,0,0.489,0,PLN
2024-06-24,Poland,PL-BAB-03,Baby Food,Biedronka,Modern Trade,2,9.11,4.56,0,0,0.489,0,PLN
2024-06-24,Poland,PL-DAI-05,Dairy,Biedronka,Modern Trade,5,7.24,1.45,0,0,0.489,0,PLN
2024-06-24,Poland,PL-BAB-02,Baby Food,Biedronka,Modern Trade,2,9.46,4.73,0,0,0.489,0,PLN
2024-06-24,Poland,PL-BAB-05,Baby Food,Biedronka,Modern Trade,1,3.62,3.62,0,0,0.489,0,PLN
2024-06-24,Poland,PL-BAB-04,Baby Food,Biedronka,Modern Trade,0,0.0,4.26,0,0,0.489,0,PLN
2024-06-24,Poland,PL-BEV-03,Beverages,Lidl PL,Modern Trade,9,11.59,1.29,0,0,0.489,0,PLN
2024-06-24,Poland,PL-DRY-01,Dry Grocery,Biedronka,Modern Trade,0,0.0,2.86,1,1,0.489,0,PLN
2024-06-25,Poland,PL-BIS-02,Biscuits & Snacks,Biedronka,Modern Trade,5,11.01,2.2,0,0,0.49,0,PLN
2024-06-25,Poland,PL-DAI-02,Dairy,Lidl PL,Modern Trade,2,3.37,1.69,0,0,0.49,0,PLN
2024-06-25,Poland,PL-BAB-01,Baby Food,Biedronka,Modern Trade,1,4.54,4.54,0,0,0.49,0,PLN
2024-06-25,Poland,PL-BAB-03,Baby Food,Biedronka,Modern Trade,1,4.44,4.44,0,0,0.49,0,PLN
2024-06-25,Poland,PL-DAI-05,Dairy,Biedronka,Modern Trade,3,5.73,1.91,0,0,0.49,0,PLN
2024-06-25,Poland,PL-BAB-02,Baby Food,Biedronka,Modern Trade,3,12.27,4.09,0,0,0.49,0,PLN
2024-06-25,Poland,PL-BAB-05,Baby Food,Lidl PL,Modern Trade,0,0.0,3.7,0,0,0.49,0,PLN
2024-06-25,Poland,PL-BAB-04,Baby Food,Lidl PL,Modern Trade,3,13.08,4.36,0,0,0.49,0,PLN
2024-06-25,Poland,PL-BEV-03,Beverages,Biedronka,Modern Trade,7,8.05,1.15,0,0,0.49,0,PLN
2024-06-25,Poland,PL-DRY-01,Dry Grocery,Biedronka,Modern Trade,1,2.79,2.79,0,0,0.49,0,PLN
2024-06-26,Poland,PL-BIS-02,Biscuits & Snacks,Biedronka,Modern Trade,3,6.73,2.24,0,0,0.69,0,PLN
2024-06-26,Poland,PL-DAI-02,Dairy,Lidl PL,Modern Trade,4,6.07,1.52,1,1,0.69,0,PLN
2024-06-26,Poland,PL-BAB-01,Baby Food,Lidl PL,Modern Trade,0,0.0,4.44,0,0,0.69,0,PLN
2024-06-26,Poland,PL-BAB-03,Baby Food,Lidl PL,Modern Trade,2,7.44,3.72,0,0,0.69,0,PLN
2024-06-26,Poland,PL-DAI-05,Dairy,Biedronka,Modern Trade,1,1.57,1.57,0,0,0.69,0,PLN
2024-06-26,Poland,PL-BAB-02,Baby Food,Lidl PL,Modern Trade,1,3.71,3.71,0,0,0.69,0,PLN
2024-06-26,Poland,PL-BAB-05,Baby Food,Biedronka,Modern Trade,2,7.58,3.79,0,0,0.69,0,PLN
2024-06-26,Poland,PL-BAB-04,Baby Food,Biedronka,Modern Trade,1,3.83,3.83,0,0,0.69,0,PLN
2024-06-26,Poland,PL-BEV-03,Beverages,Biedronka,Modern Trade,8,9.18,1.15,0,0,0.69,0,PLN
2024-06-26,Poland,PL-DRY-01,Dry Grocery,Lidl PL,Modern Trade,0,0.0,2.47,0,0,0.69,0,PLN
2024-06-27,Poland,PL-BIS-02,Biscuits & Snacks,Lidl PL,Modern Trade,1,2.38,2.38,1,1,0.659,0,PLN
2024-06-27,Poland,PL-DAI-02,Dairy,Biedronka,Modern Trade,5,7.21,1.44,0,0,0.659,0,PLN
2024-06-27,Poland,PL-BAB-01,Baby Food,Lidl PL,Modern Trade,1,4.49,4.49,0,0,0.659,0,PLN
2024-06-27,Poland,PL-BAB-03,Baby Food,Lidl PL,Modern Trade,4,17.62,4.4,0,0,0.659,0,PLN
2024-06-27,Poland,PL-DAI-05,Dairy,Biedronka,Modern Trade,3,5.18,1.73,0,0,0.659,0,PLN
2024-06-27,Poland,PL-BAB-02,Baby Food,Biedronka,Modern Trade,2,8.31,4.16,0,0,0.659,0,PLN
2024-06-27,Poland,PL-BAB-05,Baby Food,Lidl PL,Modern Trade,3,12.97,4.32,0,0,0.659,0,PLN
2024-06-27,Poland,PL-BAB-04,Baby Food,Lidl PL,Modern Trade,2,7.72,3.86,0,0,0.659,0,PLN
2024-06-27,Poland,PL-BEV-03,Beverages,Lidl PL,Modern Trade,6,6.62,1.1,0,0,0.659,0,PLN
2024-06-27,Poland,PL-DRY-01,Dry Grocery,Biedronka,Modern Trade,1,2.61,2.61,0,0,0.659,0,PLN
2024-06-28,Poland,PL-BIS-02,Biscuits & Snacks,Biedronka,Modern Trade,3,6.09,2.03,0,0,0.667,0,PLN
2024-06-28,Poland,PL-DAI-02,Dairy,Lidl PL,Modern Trade,1,1.74,1.74,0,0,0.667,0,PLN
2024-06-28,Poland,PL-BAB-01,Baby Food,Biedronka,Modern Trade,2,8.01,4.0,0,0,0.667,0,PLN
2024-06-28,Poland,PL-BAB-03,Baby Food,Lidl PL,Modern Trade,3,13.88,4.63,1,0,0.667,0,PLN
2024-06-28,Poland,PL-DAI-05,Dairy,Biedronka,Modern Trade,4,6.79,1.7,0,0,0.667,0,PLN
2024-06-28,Poland,PL-BAB-02,Baby Food,Biedronka,Modern Trade,4,16.51,4.13,1,0,0.667,0,PLN
2024-06-28,Poland,PL-BAB-05,Baby Food,Biedronka,Modern Trade,1,4.65,4.65,0,0,0.667,0,PLN
2024-06-28,Poland,PL-BAB-04,Baby Food,Biedronka,Modern Trade,2,9.12,4.56,0,0,0.667,0,PLN
2024-06-28,Poland,PL-BEV-03,Beverages,Lidl PL,Modern Trade,6,7.37,1.23,0,0,0.667,0,PLN
2024-06-28,Poland,PL-DRY-01,Dry Grocery,Lidl PL,Modern Trade,5,11.99,2.4,0,0,0.667,0,PLN
2024-06-29,Poland,PL-BIS-02,Biscuits & Snacks,Biedronka,Modern Trade,4,9.44,2.36,0,0,0.597,0,PLN
2024-06-29,Poland,PL-DAI-02,Dairy,Lidl PL,Modern Trade,2,3.53,1.77,0,0,0.597,0,PLN
2024-06-29,Poland,PL-BAB-01,Baby Food,Lidl PL,Modern Trade,1,4.76,4.76,0,0,0.597,0,PLN
2024-06-29,Poland,PL-BAB-03,Baby Food,Biedronka,Modern Trade,0,0.0,4.44,0,0,0.597,0,PLN
2024-06-29,Poland,PL-DAI-05,Dairy,Biedronka,Modern Trade,3,4.9,1.63,0,0,0.597,0,PLN
2024-06-29,Poland,PL-BAB-02,Baby Food,Biedronka,Modern Trade,3,13.55,4.52,1,0,0.597,0,PLN
2024-06-29,Poland,PL-BAB-05,Baby Food,Lidl PL,Modern Trade,2,8.02,4.01,0,0,0.597,0,PLN
2024-06-29,Poland,PL-BAB-04,Baby Food,Biedronka,Modern Trade,1,3.84,3.84,0,0,0.597,0,PLN
2024-06-29,Poland,PL-BEV-03,Beverages,Biedronka,Modern Trade,7,7.72,1.1,0,0,0.597,0,PLN
2024-06-29,Poland,PL-DRY-01,Dry Grocery,Biedronka,Modern Trade,1,2.43,2.43,0,0,0.597,0,PLN
2024-06-30,Poland,PL-BIS-02,Biscuits & Snacks,Lidl PL,Modern Trade,2,3.83,1.91,1,0,0.613,0,PLN
2024-06-30,Poland,PL-DAI-02,Dairy,Biedronka,Modern Trade,5,9.08,1.82,0,0,0.613,0,PLN
2024-06-30,Poland,PL-BAB-01,Baby Food,Biedronka,Modern Trade,1,4.68,4.68,0,0,0.613,0,PLN
2024-06-30,Poland,PL-BAB-03,Baby Food,Lidl PL,Modern Trade,2,7.3,3.65,0,0,0.613,0,PLN
2024-06-30,Poland,PL-DAI-05,Dairy,Lidl PL,Modern Trade,2,3.08,1.54,0,0,0.613,0,PLN
2024-06-30,Poland,PL-BAB-02,Baby Food,Lidl PL,Modern Trade,1,4.58,4.58,0,0,0.613,0,PLN
2024-06-30,Poland,PL-BAB-05,Baby Food,Lidl PL,Modern Trade,1,3.87,3.87,0,0,0.613,0,PLN
2024-06-30,Poland,PL-BAB-04,Baby Food,Lidl PL,Modern Trade,0,0.0,4.62,0,0,0.613,0,PLN
2024-06-30,Poland,PL-BEV-03,Beverages,Biedronka,Modern Trade,7,9.62,1.37,0,0,0.613,0,PLN
2024-06-30,Poland,PL-DRY-01,Dry Grocery,Lidl PL,Modern Trade,4,9.84,2.46,0,0,0.613,0,PLN
2024-01-01,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,0,0.0,1.93,0,0,0.148,0,EUR
2024-01-01,Belgium,BE-BEV-01,Beverages,Delhaize,Modern Trade,5,6.47,1.29,0,0,0.148,0,EUR
2024-01-01,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,4,16.67,4.17,0,0,0.148,0,EUR
2024-01-01,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,3,13.25,4.42,0,0,0.148,0,EUR
2024-01-01,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,0,0.0,2.32,0,0,0.148,0,EUR
2024-01-01,Belgium,BE-BEV-05,Beverages,Colruyt,Modern Trade,6,8.38,1.4,0,0,0.148,0,EUR
2024-01-01,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,2,7.31,3.66,0,0,0.148,0,EUR
2024-01-01,Belgium,BE-DAI-02,Dairy,Colruyt,Modern Trade,5,8.12,1.62,0,0,0.148,0,EUR
2024-01-01,Belgium,BE-DRY-01,Dry Grocery,Colruyt,Modern Trade,2,5.65,2.83,0,1,0.148,0,EUR
2024-01-01,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,3,4.07,1.36,0,0,0.148,0,EUR
2024-01-02,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,5,9.77,1.95,0,0,0.196,0,EUR
2024-01-02,Belgium,BE-BEV-01,Beverages,Colruyt,Modern Trade,5,7.07,1.41,0,0,0.196,0,EUR
2024-01-02,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,3,13.02,4.34,0,0,0.196,0,EUR
2024-01-02,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,0,0.0,3.95,0,0,0.196,0,EUR
2024-01-02,Belgium,BE-DRY-04,Dry Grocery,Colruyt,Modern Trade,3,6.89,2.3,0,0,0.196,0,EUR
2024-01-02,Belgium,BE-BEV-05,Beverages,Colruyt,Modern Trade,9,12.04,1.34,1,0,0.196,0,EUR
2024-01-02,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,3,10.37,3.46,0,1,0.196,0,EUR
2024-01-02,Belgium,BE-DAI-02,Dairy,Delhaize,Modern Trade,5,7.45,1.49,0,0,0.196,0,EUR
2024-01-02,Belgium,BE-DRY-01,Dry Grocery,Colruyt,Modern Trade,2,5.88,2.94,0,0,0.196,0,EUR
2024-01-02,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,9,11.56,1.28,0,0,0.196,0,EUR
2024-01-03,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,2,3.81,1.91,1,0,0.139,0,EUR
2024-01-03,Belgium,BE-BEV-01,Beverages,Colruyt,Modern Trade,5,6.58,1.32,0,0,0.139,0,EUR
2024-01-03,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,1,4.5,4.5,0,0,0.139,0,EUR
2024-01-03,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,1,3.97,3.97,0,0,0.139,0,EUR
2024-01-03,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,3,7.89,2.63,0,0,0.139,0,EUR
2024-01-03,Belgium,BE-BEV-05,Beverages,Delhaize,Modern Trade,9,9.87,1.1,0,0,0.139,0,EUR
2024-01-03,Belgium,BE-FRO-05,Frozen,Delhaize,Modern Trade,1,3.2,3.2,0,0,0.139,0,EUR
2024-01-03,Belgium,BE-DAI-02,Dairy,Colruyt,Modern Trade,3,5.18,1.73,0,0,0.139,0,EUR
2024-01-03,Belgium,BE-DRY-01,Dry Grocery,Delhaize,Modern Trade,5,12.73,2.55,0,0,0.139,0,EUR
2024-01-03,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,3,3.37,1.12,0,0,0.139,0,EUR
2024-01-04,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,2,3.62,1.81,0,0,0.242,0,EUR
2024-01-04,Belgium,BE-BEV-01,Beverages,Colruyt,Modern Trade,6,7.98,1.33,0,0,0.242,0,EUR
2024-01-04,Belgium,BE-BAB-03,Baby Food,Delhaize,Modern Trade,3,14.02,4.67,1,0,0.242,0,EUR
2024-01-04,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,1,4.6,4.6,0,0,0.242,0,EUR
2024-01-04,Belgium,BE-DRY-04,Dry Grocery,Colruyt,Modern Trade,2,4.62,2.31,0,0,0.242,0,EUR
2024-01-04,Belgium,BE-BEV-05,Beverages,Delhaize,Modern Trade,9,12.19,1.35,1,0,0.242,0,EUR
2024-01-04,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,4,14.93,3.73,0,0,0.242,0,EUR
2024-01-04,Belgium,BE-DAI-02,Dairy,Delhaize,Modern Trade,1,1.68,1.68,0,0,0.242,0,EUR
2024-01-04,Belgium,BE-DRY-01,Dry Grocery,Colruyt,Modern Trade,3,6.98,2.33,0,0,0.242,0,EUR
2024-01-04,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,7,9.37,1.34,1,0,0.242,0,EUR
2024-01-05,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,2,3.77,1.89,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-BEV-01,Beverages,Colruyt,Modern Trade,2,2.58,1.29,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-BAB-03,Baby Food,Delhaize,Modern Trade,1,4.16,4.16,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-BAB-02,Baby Food,Colruyt,Modern Trade,1,3.94,3.94,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,2,5.89,2.95,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-BEV-05,Beverages,Colruyt,Modern Trade,6,8.31,1.38,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,1,3.58,3.58,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-DAI-02,Dairy,Colruyt,Modern Trade,5,8.84,1.77,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-DRY-01,Dry Grocery,Delhaize,Modern Trade,4,9.67,2.42,0,0,0.19,0,EUR
2024-01-05,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,3,4.0,1.33,0,0,0.19,0,EUR
2024-01-06,Belgium,BE-BIS-04,Biscuits & Snacks,Colruyt,Modern Trade,6,11.81,1.97,0,0,0.162,0,EUR
2024-01-06,Belgium,BE-BEV-01,Beverages,Colruyt,Modern Trade,6,8.06,1.34,0,0,0.162,0,EUR
2024-01-06,Belgium,BE-BAB-03,Baby Food,Delhaize,Modern Trade,2,8.1,4.05,0,0,0.162,0,EUR
2024-01-06,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,2,9.41,4.7,0,0,0.162,0,EUR
2024-01-06,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,4,11.43,2.86,0,0,0.162,0,EUR
2024-01-06,Belgium,BE-BEV-05,Beverages,Delhaize,Modern Trade,3,4.16,1.39,0,0,0.162,0,EUR
2024-01-06,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,1,3.45,3.45,0,1,0.162,0,EUR
2024-01-06,Belgium,BE-DAI-02,Dairy,Delhaize,Modern Trade,3,4.6,1.53,0,0,0.162,0,EUR
2024-01-06,Belgium,BE-DRY-01,Dry Grocery,Delhaize,Modern Trade,1,2.33,2.33,0,0,0.162,0,EUR
2024-01-06,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,5,6.34,1.27,0,0,0.162,0,EUR
2024-01-07,Belgium,BE-BIS-04,Biscuits & Snacks,Colruyt,Modern Trade,4,8.74,2.18,0,0,0.048,0,EUR
2024-01-07,Belgium,BE-BEV-01,Beverages,Delhaize,Modern Trade,2,2.28,1.14,0,0,0.048,0,EUR
2024-01-07,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,1,4.25,4.25,0,0,0.048,0,EUR
2024-01-07,Belgium,BE-BAB-02,Baby Food,Colruyt,Modern Trade,1,4.06,4.06,0,0,0.048,0,EUR
2024-01-07,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,5,13.62,2.72,0,0,0.048,0,EUR
2024-01-07,Belgium,BE-BEV-05,Beverages,Delhaize,Modern Trade,6,8.56,1.43,0,0,0.048,0,EUR
2024-01-07,Belgium,BE-FRO-05,Frozen,Delhaize,Modern Trade,3,12.02,4.01,0,0,0.048,0,EUR
2024-01-07,Belgium,BE-DAI-02,Dairy,Colruyt,Modern Trade,3,5.22,1.74,0,0,0.048,0,EUR
2024-01-07,Belgium,BE-DRY-01,Dry Grocery,Colruyt,Modern Trade,6,14.65,2.44,1,0,0.048,0,EUR
2024-01-07,Belgium,BE-BEV-02,Beverages,Colruyt,Modern Trade,1,1.21,1.21,0,0,0.048,0,EUR
2024-01-08,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,1,2.2,2.2,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-BEV-01,Beverages,Delhaize,Modern Trade,1,1.12,1.12,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,2,8.3,4.15,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-BAB-02,Baby Food,Colruyt,Modern Trade,2,8.75,4.38,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,6,14.94,2.49,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-BEV-05,Beverages,Colruyt,Modern Trade,9,12.93,1.44,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,4,15.45,3.86,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-DAI-02,Dairy,Delhaize,Modern Trade,2,3.02,1.51,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-DRY-01,Dry Grocery,Colruyt,Modern Trade,1,2.65,2.65,0,0,0.317,0,EUR
2024-01-08,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,7,9.21,1.32,0,0,0.317,0,EUR
2024-01-09,Belgium,BE-BIS-04,Biscuits & Snacks,Colruyt,Modern Trade,2,4.03,2.02,0,0,0.395,0,EUR
2024-01-09,Belgium,BE-BEV-01,Beverages,Delhaize,Modern Trade,3,3.3,1.1,0,0,0.395,0,EUR
2024-01-09,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,1,4.75,4.75,0,0,0.395,0,EUR
2024-01-09,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,3,14.18,4.73,1,0,0.395,0,EUR
2024-01-09,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,4,9.61,2.4,0,0,0.395,0,EUR
2024-01-09,Belgium,BE-BEV-05,Beverages,Colruyt,Modern Trade,9,12.5,1.39,0,0,0.395,0,EUR
2024-01-09,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,5,18.68,3.74,0,0,0.395,0,EUR
2024-01-09,Belgium,BE-DAI-02,Dairy,Delhaize,Modern Trade,3,4.65,1.55,0,0,0.395,0,EUR
2024-01-09,Belgium,BE-DRY-01,Dry Grocery,Colruyt,Modern Trade,7,19.25,2.75,0,1,0.395,0,EUR
2024-01-09,Belgium,BE-BEV-02,Beverages,Colruyt,Modern Trade,4,4.73,1.18,0,0,0.395,0,EUR
2024-01-10,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,5,11.29,2.26,0,0,0.311,0,EUR
2024-01-10,Belgium,BE-BEV-01,Beverages,Delhaize,Modern Trade,3,3.93,1.31,0,0,0.311,0,EUR
2024-01-10,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,0,0.0,4.41,0,0,0.311,0,EUR
2024-01-10,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,2,8.16,4.08,0,1,0.311,0,EUR
2024-01-10,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,1,2.47,2.47,0,0,0.311,0,EUR
2024-01-10,Belgium,BE-BEV-05,Beverages,Delhaize,Modern Trade,5,6.47,1.29,0,0,0.311,0,EUR
2024-01-10,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,2,7.61,3.81,1,0,0.311,0,EUR
2024-01-10,Belgium,BE-DAI-02,Dairy,Delhaize,Modern Trade,3,4.45,1.48,0,0,0.311,0,EUR
2024-01-10,Belgium,BE-DRY-01,Dry Grocery,Colruyt,Modern Trade,0,0.0,2.63,0,0,0.311,0,EUR
2024-01-10,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,2,2.63,1.31,0,0,0.311,0,EUR
2024-01-11,Belgium,BE-BIS-04,Biscuits & Snacks,Colruyt,Modern Trade,1,2.17,2.17,0,1,0.019,0,EUR
2024-01-11,Belgium,BE-BEV-01,Beverages,Colruyt,Modern Trade,9,12.85,1.43,0,0,0.019,0,EUR
2024-01-11,Belgium,BE-BAB-03,Baby Food,Delhaize,Modern Trade,0,0.0,4.58,0,0,0.019,0,EUR
2024-01-11,Belgium,BE-BAB-02,Baby Food,Colruyt,Modern Trade,0,0.0,3.67,0,0,0.019,0,EUR
2024-01-11,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,3,7.77,2.59,0,0,0.019,0,EUR
2024-01-11,Belgium,BE-BEV-05,Beverages,Delhaize,Modern Trade,9,12.76,1.42,1,0,0.019,0,EUR
2024-01-11,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,5,18.91,3.78,0,0,0.019,0,EUR
2024-01-11,Belgium,BE-DAI-02,Dairy,Colruyt,Modern Trade,4,6.59,1.65,0,0,0.019,0,EUR
2024-01-11,Belgium,BE-DRY-01,Dry Grocery,Delhaize,Modern Trade,3,7.61,2.54,0,0,0.019,0,EUR
2024-01-11,Belgium,BE-BEV-02,Beverages,Colruyt,Modern Trade,6,7.47,1.24,0,0,0.019,0,EUR
2024-01-12,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,4,8.16,2.04,0,0,0.121,0,EUR
2024-01-12,Belgium,BE-BEV-01,Beverages,Colruyt,Modern Trade,4,5.15,1.29,0,0,0.121,0,EUR
2024-01-12,Belgium,BE-BAB-03,Baby Food,Delhaize,Modern Trade,4,14.59,3.65,0,0,0.121,0,EUR
2024-01-12,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,1,4.7,4.7,0,0,0.121,0,EUR
2024-01-12,Belgium,BE-DRY-04,Dry Grocery,Colruyt,Modern Trade,0,0.0,2.91,1,0,0.121,0,EUR
2024-01-12,Belgium,BE-BEV-05,Beverages,Colruyt,Modern Trade,4,4.37,1.09,0,0,0.121,0,EUR
2024-01-12,Belgium,BE-FRO-05,Frozen,Delhaize,Modern Trade,2,6.57,3.28,0,0,0.121,0,EUR
2024-01-12,Belgium,BE-DAI-02,Dairy,Colruyt,Modern Trade,2,3.18,1.59,0,0,0.121,0,EUR
2024-01-12,Belgium,BE-DRY-01,Dry Grocery,Delhaize,Modern Trade,5,12.3,2.46,0,0,0.121,0,EUR
2024-01-12,Belgium,BE-BEV-02,Beverages,Colruyt,Modern Trade,6,6.84,1.14,1,0,0.121,0,EUR
2024-01-13,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,0,0.0,2.39,0,0,0.149,0,EUR
2024-01-13,Belgium,BE-BEV-01,Beverages,Colruyt,Modern Trade,3,3.64,1.21,0,0,0.149,0,EUR
2024-01-13,Belgium,BE-BAB-03,Baby Food,Delhaize,Modern Trade,2,8.67,4.33,0,0,0.149,0,EUR
2024-01-13,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,1,4.16,4.16,1,0,0.149,0,EUR
2024-01-13,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,3,7.16,2.39,0,0,0.149,0,EUR
2024-01-13,Belgium,BE-BEV-05,Beverages,Delhaize,Modern Trade,9,10.88,1.21,0,0,0.149,0,EUR
2024-01-13,Belgium,BE-FRO-05,Frozen,Colruyt,Modern Trade,3,11.17,3.72,0,0,0.149,0,EUR
2024-01-13,Belgium,BE-DAI-02,Dairy,Colruyt,Modern Trade,3,4.65,1.55,0,0,0.149,0,EUR
2024-01-13,Belgium,BE-DRY-01,Dry Grocery,Colruyt,Modern Trade,3,8.09,2.7,0,0,0.149,0,EUR
2024-01-13,Belgium,BE-BEV-02,Beverages,Delhaize,Modern Trade,3,3.87,1.29,0,0,0.149,0,EUR
2024-01-14,Belgium,BE-BIS-04,Biscuits & Snacks,Delhaize,Modern Trade,5,11.33,2.27,0,0,0.274,0,EUR
2024-01-14,Belgium,BE-BEV-01,Beverages,Delhaize,Modern Trade,7,9.77,1.4,0,0,0.274,0,EUR
2024-01-14,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,1,3.78,3.78,0,0,0.274,0,EUR
2024-01-14,Belgium,BE-BAB-02,Baby Food,Colruyt,Modern Trade,1,4.07,4.07,0,0,0.274,0,EUR
2024-01-14,Belgium,BE-DRY-04,Dry Grocery,Colruyt,Modern Trade,3,7.03,2.34,0,0,0.274,0,EUR
2024-01-14,Belgium,BE-BEV-05,Beverages,Delhaize,Modern Trade,6,8.34,1.39,0,0,0.274,0,EUR
2024-01-14,Belgium,BE-FRO-05,Frozen,Delhaize,Modern Trade,2,6.56,3.28,0,0,0.274,0,EUR
2024-01-14,Belgium,BE-DAI-02,Dairy,Colruyt,Modern Trade,5,7.81,1.56,1,0,0.274,0,EUR
2024-01-14,Belgium,BE-DRY-01,Dry Grocery,Delhaize,Modern Trade,1,2.87,2.87,0,0,0.274,0,EUR
2024-01-14,Belgium,BE-BEV-02,Beverages,Colruyt,Modern Trade,4,5.73,1.43,0,0,0.274,0,EUR
2024-01-15,Belgium,BE-BIS-04,Biscuits & Snacks,Colruyt,Modern Trade,1,2.14,2.14,0,0,0.224,0,EUR
2024-01-15,Belgium,BE-BEV-01,Beverages,Delhaize,Modern Trade,3,3.87,1.29,0,0,0.224,0,EUR
2024-01-15,Belgium,BE-BAB-03,Baby Food,Colruyt,Modern Trade,3,13.97,4.66,0,0,0.224,0,EUR
2024-01-15,Belgium,BE-BAB-02,Baby Food,Delhaize,Modern Trade,2,7.23,3.61,0,0,0.224,0,EUR
2024-01-15,Belgium,BE-DRY-04,Dry Grocery,Delhaize,Modern Trade,3,8.21,2.74,0,0,0.224,0,EUR
